"A(km)","D*bounce_amplitude_1(cm)","D*bounce_amplitude_2(cm)","EOS","MbarICgrav(Msun)","Mgrav1_IC_b(Msun)","Mrest_IC_b(Msun)","SNR(aLIGOfrom10kpc)","T_c_b(MeV)","Ye_c_b","alpha_c_b","beta1_IC_avg","beta1_IC_b","fpeak(Hz)","j_IC_b(g*cm^2|s)","omega_0(rad|s)","omega_max(rad|s)","rPNSequator_b(km)","rPNSpole_b(km)","r_omega_max(km)","rho_c_b(g|ccm)","rhobar_c_postbounce(g|ccm)","s_c_b(kB|baryon)","t_bounce_end(s)","t_postbounce_end(s)","tbounce(s)"
1268,224.988521665912,-335.22573640033,"SFHo",1.0776423172289,0.688934520590541,0.698751038504209,74.8023232312,12.5901178598279,0.277919636255,0.822506970656,0.0612631917445,0.0618070593557,769.804228661,2.91312960451919e+48,4,4348.32936625,64.7021544797,49.6181506244,5.263255793,391776759611000,350137445103000,1.02817266694,0.208317815594,0.214317815594,0.207232657072
1268,229.554004155584,-368.586806504639,"SFHo",1.0880518967523,0.707945275287217,0.717672426186304,84.4854581249,12.5666895971583,0.277919552354,0.824054186676,0.0742229076674,0.0758955935359,785.602262779,3.43542806549687e+48,4.5,4864.45607743,66.4051888646,45.714661327,5.263255793,377843070529000,341654039393000,1.03695616945,0.220555962486,0.226555962486,0.219487896513
1268,180.780664254765,-381.316496364862,"SFHo",1.0624554504952,0.733442652717322,0.742989936906071,91.00812651,12.2525861087293,0.277919412555,0.826560042115,0.0872676363058,0.0915412259052,801.625893865,4.08078662669908e+48,5,5244.6691746,66.4051888646,42.0653421917,5.263255793,360431015926000,331844697007000,1.03753018613,0.237245777939,0.243245777939,0.236179727051
1268,91.7704032749012,-399.723295481193,"SFHo",1.07370148774823,0.747338069934716,0.75673679887023,95.5842229307,11.5855083428678,0.277919335756,0.829274088273,0.0997702100851,0.105577183198,815.831886706,4.60427453851694e+48,5.5,5557.62223344,66.4051888646,37.5665109223,5.263255793,346304755994000,321052597979000,1.04226533203,0.261197812173,0.267197812173,0.260075313522
1268,48.8866014268409,-407.087945269657,"SFHo",1.07503329111156,0.775142368643011,0.784321616183647,98.5626839433,11.210759467693,0.277919201185,0.832393755327,0.111956283558,0.121795561488,820.184221065,5.38891016195796e+48,6,5725.70295727,66.4051888646,27.9376338085,5.263255793,331437880847000,310236718880000,1.05164943587,0.298791423695,0.304791423695,0.297643159887
10000,35.8151019191442,-70.0973529237632,"SFHo",1.05630165927304,0.598864733771023,0.608075406571803,14.1602852721,13.0091009917884,0.277919952898,0.824602238654,0.011553244729,0.0102425061029,785.086138049,9.05728852177624e+47,1.5,3041.16592639,64.7021544797,61.4086354126,13.0255924582,432322547763000,379731151755000,1.03151010406,0.181221030993,0.187221030993,0.179926185969
10000,60.9657424206701,-119.595793393608,"SFHo",1.06579277725102,0.621661479988812,0.631122881271457,24.9193461174,13.5632903688272,0.277919904222,0.823419480144,0.0199410378949,0.0181790148977,781.430842607,1.28659049387664e+48,2,2762.00063161,64.7021544797,59.816491693,8.75377149885,423891604095000,375870568293000,1.02768144691,0.185947809484,0.191947809484,0.184679416204
10000,100.892915334579,-182.492776622735,"SFHo",1.09082673710723,0.628798416191906,0.638243267588057,38.1706820143,12.5968403128329,0.277919859239,0.824164327651,0.0299718209328,0.0274384457517,775.335638012,1.62413732494006e+48,2.5,3281.98926623,64.7021544797,58.2596831057,8.75377149885,421336626592000,370513903208000,1.02183323265,0.192609790865,0.198609790865,0.191398098399
10000,149.976843777109,-243.174609921746,"SFHo",1.05888016208335,0.647426675764994,0.656989121616489,52.0958827776,12.6981780009653,0.277919808865,0.823705389189,0.0412904883631,0.0386112989621,764.33829678,2.0356839811348e+48,3,3720.07363597,64.7021544797,55.2489519003,5.61719604,413883568232000,363406371404000,1.02412419684,0.202002656493,0.208002656493,0.200809083148
10000,201.607290537282,-298.023296036241,"SFHo",1.0830309992107,0.670235162372826,0.679930622984145,66.8647415745,13.1341971792005,0.277919694952,0.82262173824,0.0534610744982,0.051653512808,763.570079283,2.5184584306611e+48,3.5,4066.08813517,64.7021544797,52.370374676,9.62993318896,400938623454000,355815233701000,1.01719722837,0.215312292619,0.221312292619,0.21418342792
10000,220.399107536337,-339.948592453025,"SFHo",1.08360771440853,0.691413003144233,0.701105924814942,78.1325604432,12.6029845199385,0.277919615597,0.823954245918,0.0661713885069,0.0651439606487,775.058942575,3.02470928138106e+48,4,4429.56000912,64.7021544797,48.2876782181,5.263255793,387254171963000,347894218836000,1.02419273027,0.235251296955,0.241251296955,0.234167892707
10000,188.558685932736,-358.774931176318,"SFHo",1.05551754244131,0.717301600615496,0.726889171879424,85.2863887237,12.1335502412323,0.277919486633,0.826137179849,0.0785138504982,0.0794587005719,797.310371646,3.6164385568579e+48,4.5,4843.37402298,64.7021544797,44.470820742,5.263255793,370161135512000,339743396590000,1.03247444037,0.268665154106,0.274665154106,0.267616308832
10000,136.567165069107,-371.920704727813,"SFHo",1.06170034170228,0.732477728062021,0.742086397456197,88.9911628313,12.0075359328291,0.277919441243,0.827442068549,0.0903234600206,0.0914644146051,812.583453394,4.07447968795327e+48,5,5081.82968359,66.4051888646,37.5665109223,5.263255793,360081064560000,332197063484000,1.02857296629,0.343482639949,0.349482639949,0.342414764498
10000,-1,-1,"SFHo",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
300,1.42128018665027,-5.0094352474824,"BHBL",1.10722152758031,0.598859437460688,0.606901816317319,0.525629309199,14.7907325819662,0.279669999728,0.831382890092,0.000316774163295,0.000367758491558,672.304253545,1.70448478312777e+47,0.5,406.194025226,63.0369162713,63.0369162713,5.263255793,364149769079000,326075445283000,1.04496774276,0.176931464453,0.182931464453,0.174354983325
300,4.10463805955495,-9.80896841329979,"BHBL",1.10267694912775,0.599072468506434,0.60752343952462,1.91338730875,14.8169320111404,0.27966999392,0.83159960119,0.00126918520503,0.0014650390779,684.778065703,3.40745898183061e+47,1,1134.13137544,63.0369162713,63.0369162713,5.263255793,364559387691000,324808204114000,1.04632301924,0.176528103228,0.182528103228,0.174548166932
300,10.0289308898798,-19.0443832026438,"BHBL",1.06306575748328,0.600587099897858,0.609068806901638,3.81469550734,14.7857999667174,0.279669983319,0.831545732613,0.00285881309986,0.00327742400425,691.354320161,5.12627920625924e+47,1.5,1201.63447147,63.0369162713,63.0369162713,5.263255793,364779389957000,323206786645000,1.04178779602,0.176239869968,0.182239869968,0.174863884676
300,16.0182579159874,-34.1636170726304,"BHBL",1.08071965468302,0.60209336343239,0.610614667693075,7.09204786807,14.8060439176655,0.279669982068,0.831226830818,0.00505618814732,0.00577482434832,700.627077591,6.85036706414995e+47,2,1576.28057547,63.0369162713,63.0369162713,5.263255793,364818267623000,322520493734000,1.03774720328,0.176673179657,0.182673179657,0.17531641133
300,25.4836669488664,-53.0287718110554,"BHBL",1.0612900363481,0.605884061587092,0.614451483812358,11.2284014679,14.8614700479601,0.279669980839,0.830895140167,0.00784211707701,0.00894044662152,709.382181515,8.63748330430453e+47,2.5,1928.29923667,63.0369162713,61.4086354126,5.263255793,364770989804000,321726842330000,1.03497884237,0.177243962757,0.183243962757,0.175898762692
300,35.6124495253753,-75.6675372717292,"BHBL",1.09389708584284,0.610692210459392,0.61931007897896,16.279785886,15.0345935659785,0.279669982088,0.830411183538,0.0111995764511,0.0127460000022,706.616903044,1.04808624436948e+48,3,2309.43763087,63.0369162713,61.4086354126,5.61719604,364549594541000,320507774408000,1.02281618826,0.1779602844,0.1839602844,0.176615925615
300,106.855595305597,-210.357356462369,"BHBL",1.07676199624453,0.646306435210373,0.655298909427814,43.7364376241,14.4342421079657,0.279669936064,0.827869256206,0.029637664143,0.0337436417557,712.11676938,1.89311185053314e+48,5,3658.84351126,63.0369162713,56.7374254426,5.263255793,358431222115000,310876364240000,1.02260924247,0.182162532911,0.188162532911,0.18089938551
300,133.603241061494,-251.928654087202,"BHBL",1.08593636351616,0.669973567079923,0.679164648672121,52.5953516875,15.0502236775861,0.279669920425,0.826056991557,0.0353529035798,0.0407077072709,701.512112676,2.20416715248074e+48,5.5,4061.4734277,63.0369162713,55.2489519003,5.263255793,353674778759000,308496494332000,1.0173231058,0.183577307919,0.189577307919,0.182362333789
300,163.89748455235,-298.425119531168,"BHBL",1.1200576661103,0.67687717942858,0.686166876293883,60.9035267782,14.9882555793988,0.279669905855,0.825324520763,0.0413985150756,0.0476028553996,695.744572158,2.43885127249054e+48,6,4425.39014064,63.0369162713,53.7935126932,5.263255793,351172088487000,305273233889000,1.01657873607,0.185153227955,0.191153227955,0.183971206948
300,195.497787316276,-342.525800670557,"BHBL",1.09599330756121,0.683028171791863,0.692380369909717,68.9761222404,14.8065778692056,0.27966990371,0.82507003452,0.0477391036343,0.0548148278167,699.783279285,2.67489953430978e+48,6.5,4562.87499718,63.0369162713,52.370374676,5.263255793,349250571821000,300947279854000,1.01356589089,0.186905732039,0.192905732039,0.185754370933
300,227.327503447247,-392.055879128921,"BHBL",1.04410780158866,0.70689937724665,0.716466117496184,77.6254424012,14.7847703334499,0.279669878929,0.82392623342,0.0543891110542,0.0631394475214,749.276115897,3.04547968652346e+48,7,4928.07275645,63.0369162713,49.6181506244,5.263255793,341263976494000,296537222604000,1.01647170263,0.188844840413,0.194844840413,0.187739872355
300,255.634441356119,-437.413461984913,"BHBL",1.05761743892715,0.712071165015251,0.721731169466403,87.1339976713,14.6857422670371,0.279669870998,0.823826110268,0.0613308283322,0.0709097537911,781.701185036,3.29336903550107e+48,7.5,5292.36956674,63.0369162713,46.9867335597,5.263255793,339239385371000,292106450914000,1.02915023245,0.190990356737,0.196990356737,0.18988929508
300,278.882470211088,-482.279252815937,"BHBL",1.11461649514856,0.728361509296966,0.738120945963459,86.2984920253,14.657988671364,0.279669852491,0.823432710588,0.0685681731184,0.0796513663943,792.491045462,3.64390659891999e+48,8,5732.76459318,61.4086354126,44.470820742,5.263255793,336654042928000,287455012185000,1.02868682876,0.193356928013,0.199356928013,0.192261469061
300,290.934863627493,-525.058330118286,"BHBL",1.1174302015786,0.743803094952513,0.753697152009245,105.469932162,14.2526365466972,0.279669833683,0.823201410877,0.0758259455433,0.0886413012465,816.971894832,4.00090858480973e+48,8.5,5978.7612878,61.4086354126,42.0653421917,5.263255793,326423840613000,282053561641000,1.02820687573,0.195955482176,0.201955482176,0.194857181721
300,249.18592769369,-601.475967538687,"BHBL",1.12618038833141,0.813683341780142,0.823758852404562,133.824643791,13.533109329378,0.279669692572,0.823464946149,0.105084495091,0.12783330044,888.450280361,5.71253563098959e+48,10.5,7125.31304489,59.816491693,28.8062180199,5.263255793,297068399348000,257815317772000,1.03556251123,0.208972041268,0.214972041268,0.207835038666
300,231.970696939546,-602.855547963186,"BHBL",1.1663078479262,0.83272497094975,0.842821917044064,138.347161507,12.7829605898672,0.279669652629,0.824109936348,0.112254560558,0.137776887012,908.573498676,6.21468831089365e+48,11,7393.03401598,59.816491693,23.8754504778,5.263255793,290115508545000,250301550461000,1.03453394158,0.21300556839,0.21900556839,0.211849307675
467,17.9842624142181,-36.3598428670689,"BHBL",1.07171008761249,0.60114728062715,0.609634996057677,7.67016899943,14.6859511895909,0.279669981418,0.831525199549,0.0052774888729,0.0056236488732,705.099582986,6.83037139391606e+47,1.5,1484.18001856,63.0369162713,63.0369162713,6.72795089292,364921314115000,322651800502000,1.03669606835,0.176931287227,0.182931287227,0.175560767996
467,29.8618044389313,-61.7639119893831,"BHBL",1.09340758893469,0.605495334407385,0.614039923578545,12.8564496583,14.8658097493243,0.279669980433,0.831177564773,0.00928171525956,0.00986885316674,712.229633317,9.19634640357979e+47,2,1969.53960323,63.0369162713,61.4086354126,5.263255793,364499858303000,321526195316000,1.03653598938,0.177911154815,0.183911154815,0.176556997423
467,218.273262074688,-347.709581042951,"BHBL",1.0974129145694,0.69059511356052,0.699909180997122,73.9644759762,15.0437525172448,0.279669879214,0.826974076757,0.0520190651845,0.0571931357033,695.948531122,2.83123929655046e+48,5,4296.57822072,63.0369162713,52.370374676,5.263255793,343490387161000,302661868719000,1.02939858064,0.190838020273,0.196838020273,0.189690856202
467,256.757195422431,-399.020350687538,"BHBL",1.09560425361219,0.711761002166121,0.721187825704925,84.9288561046,14.4595127503956,0.279669845135,0.826976993127,0.0613967337748,0.0683955251667,728.344066377,3.28453368890658e+48,5.5,4721.71693093,63.0369162713,48.2876782181,5.263255793,335614640316000,297025695114000,1.02847345165,0.194439409095,0.200439409095,0.193330924783
467,275.469499108526,-448.457686366153,"BHBL",1.09871610294103,0.732770799654111,0.742239084036726,95.8370045311,14.1400341276145,0.279669808942,0.827414112505,0.0712237495642,0.0802654971211,752.613273676,3.7721060383777e+48,6,5173.88276734,63.0369162713,45.714661327,5.263255793,326469291752000,291441126698000,1.02722608594,0.198603274221,0.204603274221,0.19751101122
467,275.121862899505,-483.434730231627,"BHBL",1.11210027985018,0.740971620347388,0.750465880113083,104.726141738,13.904645463921,0.279669810718,0.828065650058,0.0815033554304,0.091458759098,773.539672131,4.15129633223642e+48,6.5,5572.59755435,63.0369162713,42.0653421917,5.263255793,321370514071000,285635994167000,1.03152110678,0.203406311176,0.209406311176,0.2022795571
467,245.56564319189,-495.760295082896,"BHBL",1.10146411674627,0.770508539274522,0.780010703777577,111.677805848,13.5041295716696,0.279669746695,0.828962100051,0.091628657659,0.10540384493,800.183999432,4.80459787431274e+48,7,5908.08814029,63.0369162713,37.5665109223,5.263255793,308310194050000,277988029629000,1.03399948194,0.208935330244,0.214935330244,0.207796591008
467,193.484427024478,-498.374442659529,"BHBL",1.14789836169624,0.788574847085167,0.798114617747626,117.070459781,13.4328878700437,0.279669706178,0.829935575056,0.101726682791,0.118145977636,813.438146463,5.35944724978991e+48,7.5,6209.67712469,63.0369162713,34.4477470289,5.263255793,299633078912000,269977844313000,1.04025680758,0.215273089157,0.221273089157,0.214097298053
467,145.239850168941,-497.544708302901,"BHBL",1.16006362503142,0.815026381887597,0.824393371069244,120.544588987,12.7773143484256,0.279669625702,0.831781742708,0.111252714258,0.131938682465,822.371378988,6.08068731370403e+48,8,6397.18884781,63.0369162713,28.8062180199,5.263255793,289076851077000,260837986659000,1.0393271013,0.222599252901,0.228599252901,0.221398635629
467,118.906071051763,-501.720580343166,"BHBL",1.16673632317631,0.839582459217429,0.84888334551696,124.482240271,12.3345045411076,0.27966956313,0.833601762306,0.120807807967,0.144477511931,820.567612688,6.82546236622134e+48,8.5,6499.42734661,61.4086354126,22.3739915779,5.263255793,280211969570000,252089679546000,1.03639889198,0.23162620098,0.23762620098,0.229874910643
467,118.180284186078,-489.218881655328,"BHBL",1.15065246036398,0.859446654397475,0.868935115469325,129.676102109,12.1251866945168,0.279669716256,0.834497237483,0.132723175334,0.158047507385,840.412330456,7.55013835690166e+48,9,6610.11213752,61.4086354126,20.2444670057,5.263255793,275719162001000,246571266796000,1.04079471657,0.241476928683,0.247476928683,0.239785564903
467,124.28845096649,-425.553709897935,"BHBL",1.1748262522749,0.885998348415366,0.895814984729698,132.272600674,12.0876658770108,0.279669826404,0.835562691829,0.145375987464,0.170163838732,856.578863703,8.44366501011502e+48,9.5,6554.68018158,61.4086354126,21.6481605416,5.263255793,270148886730000,240521433266000,1.0444707489,0.253154549381,0.259154549381,0.251506721049
467,112.996713251273,-393.473306598524,"BHBL",1.20220421744508,0.913199246064282,0.922825335672439,135.279085598,11.3494330785598,0.279669671347,0.838677318184,0.154534064103,0.180684204561,837.158699169,9.415015996949e+48,10,6290.56108834,59.816491693,23.8754504778,5.263255793,260724306533000,230256440110000,1.04592344277,0.267534114394,0.273534114394,0.265531889288
467,106.969157852736,-370.199921033759,"BHBL",1.1916093744407,0.941047167847066,0.950466418984263,134.912241859,10.7410172010253,0.279669429141,0.84259099157,0.162850455858,0.189607695327,804.840138554,1.04689687826988e+49,10.5,5886.85931695,58.2596831057,25.4458405737,5.263255793,248078169841000,219077126232000,1.04710937218,0.284726027609,0.290726027609,0.282496233267
