"A(km)","D*bounce_amplitude_1(cm)","D*bounce_amplitude_2(cm)","EOS","MbarICgrav(Msun)","Mgrav1_IC_b(Msun)","Mrest_IC_b(Msun)","SNR(aLIGOfrom10kpc)","T_c_b(MeV)","Ye_c_b","alpha_c_b","beta1_IC_avg","beta1_IC_b","fpeak(Hz)","j_IC_b(g*cm^2|s)","omega_0(rad|s)","omega_max(rad|s)","rPNSequator_b(km)","rPNSpole_b(km)","r_omega_max(km)","rho_c_b(g|ccm)","rhobar_c_postbounce(g|ccm)","s_c_b(kB|baryon)","t_bounce_end(s)","t_postbounce_end(s)","tbounce(s)"
634,61.0016883545148,-381.536782554045,"SFHo_ecapture_1.0",1.09691232336735,0.71974515728907,0.728255476884486,93.5730832945,11.9159443208127,0.246499194413,0.840180853309,0.123464665421,0.134100819588,912.927901148,5.04601265562132e+48,7.5,6167.18408345,69.9280970983,36.5035057529,5.263255793,318677110021000,301766907987000,1.13274217772,0.255785684544,0.261785684544,0.254622057278
634,41.2437547029977,-368.567015002583,"SFHo_ecapture_1.0",1.11804650942637,0.740259602733301,0.748612373933622,97.4496161262,11.8970666426756,0.246499082661,0.841936406928,0.13423125471,0.145841952544,906.71585915,5.66621122913563e+48,8,6222.87522667,71.749745534,29.6945166253,5.263255793,310049477706000,290651046596000,1.13534122944,0.275214013568,0.281214013568,0.273703583618
634,56.9367408199693,-310.219978493649,"SFHo_ecapture_1.0",1.12265180982354,0.770800146553883,0.779220187945255,100.738134595,11.588705999039,0.246499018581,0.843826594746,0.146352792272,0.158905624234,924.238202023,6.53755575945591e+48,8.5,6288.16837571,71.749745534,20.9384381865,5.263255793,301977193204000,282814742468000,1.14620907219,0.30017577496,0.30617577496,0.298736715954
634,73.1648679620674,-231.195161657038,"SFHo_ecapture_1.0",1.13049613433211,0.805955398442,0.814175317576763,104.648556604,11.351137120215,0.24649894804,0.846859764595,0.157237006426,0.170284777847,919.896318221,7.58042563929644e+48,9,6226.95235454,69.9280970983,21.6481605416,5.263255793,291093193751000,272030313866000,1.15015724112,0.334233447736,0.340233447736,0.332813506304
634,81.5711859315036,-180.907768318946,"SFHo_ecapture_1.0",1.12980325343623,0.825944881194723,0.834819446517943,101.785944979,10.6647208162504,0.246499874256,0.848721495176,0.175206198999,0.183087763321,927.784156863,8.37498097252221e+48,9.5,6124.63410668,69.9280970983,20.9384381865,5.263255793,284554940223000,267427670703000,1.13305234671,0.383087234442,0.389087234442,0.38173098984
634,1.44146231479192,-2.8172256297289,"SFHo_ecapture_10.0",0.978359654527173,0.481971759039828,0.487610871933505,3.59355577957,12.2983407755267,0.246829999438,0.850706648097,0,0,664.196703975,0,0,0,66.4051888646,66.4051888646,5,393539464094000,360556005120000,1,0.167128814689,0.173128814689,0.164889346491
634,0,0,"SFHo_ecapture_10.0",1.00496175195817,0.481284255197111,0.486930496690331,40.0643213957,9.18062821075016,0.24683,0.850717611038,0.000753370945738,0.00077101386215,712.222962314,1.70327437148094e+47,0.5,781.378761855,64.7021544797,64.7021544797,9.18693653603,393686806508000,361770413263000,0.764142006196,0.168086102466,0.174086102466,0.165086102466
634,5.51130847671201,-12.3824689817692,"SFHo_ecapture_10.0",1.02061400420291,0.481912956163985,0.487588816050496,38.7630643954,9.13031670315381,0.24683,0.850603042176,0.0031220699917,0.00305079160334,753.681129117,3.40675943343607e+47,1,1396.87355539,66.4051888646,64.7021544797,5.263255793,393570418068000,361489580420000,0.760469655462,0.169124867632,0.175124867632,0.165665333029
634,12.2956970836397,-26.4650028626145,"SFHo_ecapture_10.0",0.940879089457544,0.484227292989648,0.489957564406394,14.1660246628,9.01231229252331,0.24683,0.850338929148,0.00657760414294,0.00675519400841,810.434660586,5.13078591990286e+47,1.5,1771.60375432,66.4051888646,64.7021544797,5.263255793,393026356399000,355590409181000,0.75196197345,0.167962411686,0.173962411686,0.166653123712
634,22.2134896099786,-45.3724548650588,"SFHo_ecapture_10.0",0.942307619978885,0.497640579743193,0.503625003990649,18.4125552244,13.0773538826719,0.246829913301,0.849384328864,0.0115364763294,0.0118949405418,838.158343484,7.14285121688099e+47,2,2292.85827466,66.4051888646,63.0369162713,6.34935918449,385334250565000,353598313288000,1.00035369064,0.169375085734,0.175375085734,0.168077360129
634,32.6449736047918,-66.0084327067165,"SFHo_ecapture_10.0",0.944792830878287,0.502541354049387,0.508574491702024,24.3964183458,12.6513852354957,0.246829912824,0.849262410009,0.0175238973021,0.0182217883593,795.57262161,9.04236903885092e+47,2.5,2932.62998461,66.4051888646,63.0369162713,6.34935918449,383315187219000,351602785010000,1.00454331979,0.171211837274,0.177211837274,0.169928284716
634,45.7795391508228,-91.3468445556118,"SFHo_ecapture_10.0",0.946040137609974,0.518352435546095,0.524471937477408,25.5031789653,12.522227858162,0.246829860055,0.8489860918,0.0248455349118,0.0260230754069,802.004249171,1.14137728118031e+48,3,3162.91416213,66.4051888646,61.4086354126,6.34935918449,378878893788000,349368393372000,1.00632814377,0.173542087825,0.179542087825,0.172276627724
634,62.0878946539577,-120.102131671735,"SFHo_ecapture_10.0",0.9479440227339,0.522727644694651,0.528901376224363,31.0180258481,12.4871882068378,0.246829829466,0.848921979522,0.0326936870979,0.0344244474273,789.45825665,1.34108691889211e+48,3.5,3736.19072558,64.7021544797,59.816491693,5.61719604,376635245743000,344696796723000,1.00162514698,0.176393851346,0.182393851346,0.175142809907
634,85.159185191513,-150.988954052899,"SFHo_ecapture_10.0",0.950040019154391,0.540611098070735,0.546889878994225,37.6419724111,12.0327012485008,0.246829763508,0.848502921437,0.0416087300663,0.0444677168535,796.397733804,1.62311136797273e+48,4,3935.8096198,64.7021544797,58.2596831057,5.61719604,370852180361000,339501754864000,1.00172783089,0.179818040296,0.185818040296,0.178620520675
634,113.613555382283,-184.326834154047,"SFHo_ecapture_10.0",0.952034317605952,0.546242938563519,0.552560813486923,45.3419531668,12.5231540659124,0.246829746909,0.848322079421,0.0505180703799,0.0545889102396,773.98505664,1.84751202611789e+48,4.5,4386.9494884,66.4051888646,56.7374254426,5.263255793,366969592661000,333808705892000,1.00218620462,0.183915605473,0.189915605473,0.182757913626
